average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
,,Oath of the Ancient Wood,,,32,0,,oath of druids
,,Witchstalker,,,32,0,,witch enchanter // witch-blessed meadow
,,Haunted Plate Mail,,,32,0,,haunted ridge
,,Guardian of the Ages,,,32,0,,gush
,,Pyromancer's Gauntlet,,,32,0,,pyroblast
,,Sliver Construct,,,32,0,,slickshot show-off
,,Ring of Three Wishes,,,32,0,,rings of brighthearth
355,45,ephemeral shields,W,0.174534574468,32,1,0.0313,
,,Staff of the Mind Magus,,,32,0,,standstill
,,Staff of the Death Magus,,,32,0,,standstill
,,Staff of the Flame Magus,,,32,0,,standstill
,,Staff of the Sun Magus,,,32,0,,standstill
,,Vial of Poison,,,32,0,,vindicate
,,Staff of the Wild Magus,,,32,0,,standstill
,,Boonweaver Giant,,,32,0,,book burning
,,"Avacyn, Guardian Angel",,,32,0,,avacyn's pilgrim
,,Dauntless River Marshal,,,32,0,,dauntless dismantler
,,Heliod's Pilgrim,,,32,0,,"heliod, sun-crowned"
,,Mass Calcify,,,32,0,,massacre
,,Meditation Puzzle,,,32,0,,meddling mage
,,Pillar of Light,,,32,0,,pick your poison
,,Marked by Honor,,,32,0,,march of otherworldly light
,,Sanctified Charge,,,32,0,,sanctifier en-vec
,,Paragon of New Dawns,,,32,0,,paradigm shift
,,Preeminent Captain,,,32,0,,preordain
,,Resolute Archangel,,,32,0,,reshape
,,Soul of Theros,,,32,0,,soul of windgrace
,,Spectra Ward,,,32,0,,spectral adversary
,,Spirit Bonds,,,32,0,,spirit mantle
,,Wall of Essence,,,32,0,,wall of roots
,,Seraph of the Masses,,,32,0,,serenity
,,Warden of the Beyond,,,32,0,,wargate
,,Coral Barrier,,,32,0,,corpse knight
,,Chronostutter,,,32,0,,chronatog
207,26,quickling,U,1.404587765957,32,1,0.0313,
,,Glacial Crasher,,,32,0,,glacial chasm
,,Amphin Pathmage,,,32,0,,amulet of vigor
258,33,void snare,U,4.903590425532,32,5,0.1563,
,,Mercurial Pretender,,,32,0,,mercurial spelldancer
,,Master of Predicaments,,,32,0,,master of etherium
,,"Jace, the Living Guildpact",,,32,0,,"jace, the mind sculptor"
,,Jorubai Murk Lurker,,,32,0,,joraga treespeaker
,,Soul of Ravnica,,,32,0,,soul of windgrace
,,Carrion Crow,,,32,0,,carrion feeder
,,Paragon of Gathering Mists,,,32,0,,paradigm shift
,,Statute of Denial,,,32,0,,standstill
,,Research Assistant,,,32,0,,reshape
,,Covenant of Blood,,,32,0,,coveted jewel
,,Necrogen Scudder,,,32,0,,necrogen mists
,,Endless Obedience,,,32,0,,endless one
,,Flesh to Dust,,,32,0,,flame blitz
,,Necromancer's Assistant,,,32,0,,necromancy
,,Nightfire Giant,,,32,0,,night's whisper
,,Stain the Mind,,,32,0,,standstill
,,Wall of Limbs,,,32,0,,wall of roots
,,Unmake the Graves,,,32,0,,unmarked grave
,,Shadowcloak Vampire,,,32,0,,shadow in the warp
,,Paragon of Open Graves,,,32,0,,paradigm shift
,,Zof Shade,,,32,0,,"zabaz, the glimmerwasp"
,,Xathrid Slyblade,,,32,0,,xander's lounge
,,Aggressive Mining,,,32,0,,"agadeem's awakening // agadeem, the undercrypt"
,,Blastfire Bolt,,,32,0,,blast zone
,,Altac Bloodseeker,,,32,0,,altar of the brood
,,Brood Keeper,,,32,0,,broadside bombardiers
,,Goblin Roughrider,,,32,0,,goblin rabblemaster
,,Inferno Fist,,,32,0,,inferno titan
,,Crowd's Favor,,,32,0,,crop rotation
,,Goblin Kaboomist,,,32,0,,goblin king
,,Generator Servant,,,32,0,,generous plunderer
,,Kird Chieftain,,,32,0,,"kiki-jiki, mirror breaker"
,,Krenko's Enforcer,,,32,0,,"krenko, mob boss"
,,Miner's Bane,,,32,0,,mine collapse
,,Might Makes Right,,,32,0,,"migloz, maze crusher"
,,Soul of Shandalar,,,32,0,,soul of windgrace
,,"Kurkesh, Onakke Ancient",,,32,0,,"kura, the boundless sky"
,,Scrapyard Mongrel,,,32,0,,scroll rack
,,Feral Incarnation,,,32,0,,fervor
,,Paragon of Fierce Defiance,,,32,0,,paradigm shift
,,Carnivorous Moss-Beast,,,32,0,,carnage interpreter
,,Invasive Species,,,32,0,,invasive surgery
,,Hunter's Ambush,,,32,0,,hullbreacher
,,Living Totem,,,32,0,,living wish
,,Life's Legacy,,,32,0,,life // death
,,Kalonian Twingrove,,,32,0,,kaldra compleat
,,Phytotitan,,,32,0,,phyrexian altar
,,Shaman of Spring,,,32,0,,shambling ghast
,,Vineweft,,,32,0,,vineglimmer snarl
,,Sunblade Elf,,,32,0,,sunbaked canyon
,,Wall of Mulch,,,32,0,,wall of roots
,,Paragon of Eternal Wilds,,,32,0,,paradigm shift
,,Undergrowth Scavenger,,,32,0,,underground mortuary
,,"Garruk, Apex Predator",,,32,0,,garruk wildspeaker
,,Grindclock,,,32,0,,grindstone
,,Hot Soup,,,32,0,,hope of ghirapur
,,Avarice Amulet,,,32,0,,avacyn's pilgrim
,,Obelisk of Urd,,,32,0,,"ob nixilis, captive kingpin"
,,Brawler's Plate,,,32,0,,"braids, cabal minion"
,,Profane Memento,,,32,0,,professor onyx
,,Sacred Armory,,,32,0,,sacred foundry
263.5,33,remorseful cleric,W,1.870013297872,32,2,0.0625,
,,Will-Forged Golem,,,32,0,,wild growth
,,Shield of the Avatar,,,32,0,,shifting ceratops
,,Terra Stomper,,,32,0,,territorial kavu
,,Isolate,,,32,0,,isochron scepter
,,Ajani's Last Stand,,,32,0,,ajani vengeant
,,Ajani's Welcome,,,32,0,,ajani vengeant
,,Novice Knight,,,32,0,,no more lies
,,Hieromancer's Cage,,,32,0,,hibernation
,,Rustwing Falcon,,,32,0,,ruby medallion
,,Star-Crowned Stag,,,32,0,,"starscream, power hungry // starscream, seeker leader"
,,Aether Tunnel,,,32,0,,aether tradewinds
,,Suncleanser,,,32,0,,sun titan
,,Dwarven Priest,,,32,0,,dack fayden
,,Valiant Knight,,,32,0,,valakut awakening // valakut stoneforge
,,Mistcaller,,,32,0,,mistcutter hydra
,,Metamorphic Alteration,,,32,0,,metamorphosis fanatic
,,Psychic Corrosion,,,32,0,,psychic frog
,,Supreme Phantom,,,32,0,,supreme verdict
,,Patient Rebuilding,,,32,0,,patchwork automaton
,,Surge Mare,,,32,0,,surge of salvation
,,Dwindle,,,32,0,,dack fayden
,,Bone Dragon,,,32,0,,bone shards
,,Bogstomper,,,32,0,,boggart harbinger
,,Abnormal Endurance,,,32,0,,"abdel adrian, gorion's ward"
,,Graveyard Marshal,,,32,0,,graveyard trespasser // graveyard glutton
,,Fraying Omnipotence,,,32,0,,fracture
,,Infernal Reckoning,,,32,0,,infernal tutor
,,Lich's Caress,,,32,0,,lich's mirror
,,Infernal Scarring,,,32,0,,infernal tutor
,,Liliana's Contract,,,32,0,,liliana of the veil
,,Plague Mare,,,32,0,,plague belcher
,,Open the Graves,,,32,0,,opalescence
,,Nightmare's Thirst,,,32,0,,night's whisper
,,"Liliana, Untouched by Death",,,32,0,,liliana of the veil
,,Ravenous Harpy,,,32,0,,ravenous trap
,,Alpine Moon,,,32,0,,all is dust
,,Two-Headed Zombie,,,32,0,,twilight mire
,,Fiery Finish,,,32,0,,fiery confluence
,,Sovereign's Bite,,,32,0,,soaring thought-thief
,,Dismissive Pyromancer,,,32,0,,dismiss
,,Havoc Devils,,,32,0,,havengul laboratory // havengul mystery
,,Lightning Mare,,,32,0,,lightning bolt
,,Thud,,,32,0,,thundering falls
,,Hostile Minotaur,,,32,0,,hostage taker
,,Onakke Ogre,,,32,0,,on thin ice
248,31,scapeshift,G,1.063829787234,32,1,0.0313,
,,Siegebreaker Giant,,,32,0,,siege-gang commander
,,Elvish Clancaller,,,32,0,,elvish mystic
,,Druid of Horns,,,32,0,,dragon's claw
,,Ghastbark Twins,,,32,0,,"ghalta, stampede tyrant"
,,Root Snare,,,32,0,,rootwater thief
,,Prodigious Growth,,,32,0,,professor onyx
,,Vine Mare,,,32,0,,vineglimmer snarl
,,Thornhide Wolves,,,32,0,,thorn of amethyst
,,Rhox Oracle,,,32,0,,rack and ruin
,,Talons of Wildwood,,,32,0,,talisman of conviction
,,Vigilant Baloth,,,32,0,,vindicate
,,Vivien's Invocation,,,32,0,,vindicate
,,Aerial Engineer,,,32,0,,aether channeler
,,Brawl-Bash Ogre,,,32,0,,"braids, cabal minion"
,,"Arcades, the Strategist",,,32,0,,arcane artisan
,,Draconic Disciple,,,32,0,,dragon's claw
,,Regal Bloodlord,,,32,0,,regrowth
,,"Chromium, the Mutable",,,32,0,,chromatic orrery
,,Skyrider Patrol,,,32,0,,skyclave apparition
,,Amulet of Safekeeping,,,32,0,,amulet of vigor
,,Desecrated Tomb,,,32,0,,deserted beach
,,"Palladia-Mors, the Ruiner",,,32,0,,palace jailer
,,"Vaevictis Asmadi, the Dire",,,32,0,,valakut awakening // valakut stoneforge
,,Explosive Apparatus,,,32,0,,exploration
,,Fountain of Renewal,,,32,0,,founding the third path
,,Skyscanner,,,32,0,,skyclave apparition
,,Detection Tower,,,32,0,,detective's phoenix
,,Magistrate's Scepter,,,32,0,,"magda, brazen outlaw"
,,Court Cleric,,,32,0,,court of ardenvale
,,Sigiled Sword of Valeron,,,32,0,,sigarda's aid
,,Ajani's Influence,,,32,0,,ajani vengeant
,,"Ajani, Wise Counselor",,,32,0,,"ajani, nacatl pariah // ajani, nacatl avenger"
,,Silverbeak Griffin,,,32,0,,silverblade paladin
,,"Tezzeret, Cruel Machinist",,,32,0,,"tezzeret, agent of bolas"
,,Tezzeret's Gatebreaker,,,32,0,,tezzeret the seeker
,,Tezzeret's Strider,,,32,0,,tezzeret the seeker
317.5,40,nexus of fate,U,0.972406914894,32,2,0.0625,
,,"Liliana, the Necromancer",,,32,0,,liliana of the veil
,,Liliana's Spoils,,,32,0,,liliana of the veil
,,Arisen Gorgon,,,32,0,,arid mesa
319.5,40,apostle of purifying light,W,0.939162234043,32,2,0.0625,
,,"Sarkhan, Dragonsoul",,,32,0,,sardian avenger
,,Sarkhan's Dragonfire,,,32,0,,sardian avenger
,,Skalla Wolf,,,32,0,,skewer the critics
,,Vivien of the Arkbow,,,32,0,,vindicate
,,Vivien's Jaguar,,,32,0,,vindicate
,,Ursine Champion,,,32,0,,urabrask // the great work
,,Sun Sentinel,,,32,0,,sun titan
,,Grasping Scoundrel,,,32,0,,grafdigger's cage
,,Mist-Cloaked Herald,,,32,0,,mistcutter hydra
252.3846,32,aether gust,U,13.356052194149,32,13,0.4063,
,,Battalion Foot Soldier,,,32,0,,batterskull
,,Brought Back,,,32,0,,broadside bombardiers
,,Cavalier of Dawn,,,32,0,,cave of the frost dragon
,,Bishop of Wings,,,32,0,,bile blight
,,Eternal Isolation,,,32,0,,eternal witness
,,Yoked Ox,,,32,0,,"yorion, sky nomad"
,,Gauntlets of Light,,,32,0,,gaea's blessing
,,Loxodon Lifechanter,,,32,0,,loaming shaman
,,Drawn from Dreams,,,32,0,,dragon's claw
,,Boreal Elemental,,,32,0,,"boromir, warden of the tower"
,,Agent of Treachery,,,32,0,,"agadeem's awakening // agadeem, the undercrypt"
,,Cerulean Drake,,,32,0,,ceremonious rejection
,,Faerie Miscreant,,,32,0,,faerie macabre
,,Captivating Gyre,,,32,0,,cabal coffers
,,"Atemsis, All-Seeing",,,32,0,,"atraxa, grand unifier"
,,Hard Cover,,,32,0,,hard evidence
,,Flood of Tears,,,32,0,,flooded grove
,,Masterful Replication,,,32,0,,master of etherium
,,Tale's End,,,32,0,,talisman of conviction
,,Blightbeetle,,,32,0,,blightsteel colossus
,,Blood for Bones,,,32,0,,blood artist
,,Sleep Paralysis,,,32,0,,sleight of hand
338.6667,43,noxious grasp,B,0.930850232713,32,3,0.0938,
78,10,rotting regisaur,B,2.476728723404,32,1,0.0313,
,,Cavalier of Night,,,32,0,,cave of the frost dragon
,,Portal of Sanctuary,,,32,0,,portal to phyrexia
,,Gruesome Scourger,,,32,0,,"grumgully, the generous"
,,Embodiment of Agonies,,,32,0,,embercleave
,,Fathom Fleet Cutthroat,,,32,0,,fatal push
,,Legion's End,,,32,0,,legion extruder
,,Knight of the Ebon Legion,,,32,0,,knight of the reliquary
,,Scheming Symmetry,,,32,0,,scheming fence
,,Undead Servant,,,32,0,,undead augur
,,Thought Distortion,,,32,0,,thought erasure
,,Sorcerer of the Fang,,,32,0,,sorcerous spyglass
,,Unholy Indenture,,,32,0,,unholy heat
,,"Sorin, Imperious Bloodlord",,,32,0,,"sorin, solemn visitor"
,,"Chandra, Acolyte of Flame",,,32,0,,"chandra, awakened inferno"
,,Vengeful Warchief,,,32,0,,vendetta
227,29,fry,R,6.191821808511,32,5,0.1563,
,,Yarok's Fenlurker,,,32,0,,"yasharn, implacable earth"
,,Cavalier of Flame,,,32,0,,cave of the frost dragon
358,45,leyline of combustion,R,0.14960106383,32,1,0.0313,
,,"Chandra, Novice Pyromancer",,,32,0,,"chandra, awakened inferno"
,,Flame Sweep,,,32,0,,flame slash
,,Chandra's Embercat,,,32,0,,"chandra, awakened inferno"
,,Chandra's Regulator,,,32,0,,"chandra, awakened inferno"
,,Daggersail Aeronaut,,,32,0,,dack fayden
,,Lavakin Brawler,,,32,0,,lava axe
,,Goblin Bird-Grabber,,,32,0,,goblin bombardment
,,Pack Mastiff,,,32,0,,pack rat
,,Mask of Immolation,,,32,0,,masked vandal
,,Reckless Air Strike,,,32,0,,reckless stormseeker // storm-charged slasher
232.625,30,elvish reclaimer,G,9.532912234043,32,8,0.25,
,,Scorch Spitter,,,32,0,,scab-clan berserker
,,Thunderkin Awakener,,,32,0,,thundering falls
,,Scampering Scorcher,,,32,0,,scab-clan berserker
,,Growth Cycle,,,32,0,,growth spiral
,,Brightwood Tracker,,,32,0,,brightclimb pathway // grimclimb pathway
,,Barkhide Troll,,,32,0,,barkchannel pathway // tidechannel pathway
,,Cavalier of Thorns,,,32,0,,cave of the frost dragon
,,Unchained Berserker,,,32,0,,unburial rites
,,Howling Giant,,,32,0,,hope of ghirapur
,,"Gargos, Vicious Watcher",,,32,0,,garruk wildspeaker
,,Healer of the Glade,,,32,0,,headliner scarlett
,,Leyline of Abundance,,,32,0,,leyline of anticipation
115.3125,15,veil of summer,G,69.331781914894,32,32,1,
347,44,voracious hydra,G,0.24102393617,32,1,0.0313,
301,38,corpse knight,BW,0.623337765957,32,1,0.0313,
,,Shared Summons,,,32,0,,shared fate
,,Leafkin Druid,,,32,0,,leaf-crowned visionary
,,Sedge Scorpion,,,32,0,,sedgemoor witch
,,Overgrowth Elemental,,,32,0,,overgrown farmland
,,Season of Growth,,,32,0,,seasoned dungeoneer
,,Thicket Crasher,,,32,0,,thief of existence
,,"Vivien, Arkbow Ranger",,,32,0,,vindicate
,,Wakeroot Elemental,,,32,0,,waker of waves
,,Creeping Trailblazer,,,32,0,,creeping tar pit
,,Lightning Stormkin,,,32,0,,lightning strike
,,Risen Reef,,,32,0,,rishadan port
,,"Omnath, Locus of the Roil",,,32,0,,"omnath, locus of creation"
195,25,"golos, tireless pilgrim",BGRUW,1.504321808511,32,1,0.0313,
,,"Kaalia, Zenith Seeker",,,32,0,,kaito shizuki
,,"Kethis, the Hidden Hand",,,32,0,,ketria triome
,,Tomebound Lich,,,32,0,,tome scour
,,Skyknight Vanguard,,,32,0,,skyclave apparition
,,Ogre Siegebreaker,,,32,0,,oath of druids
253.25,32,field of the dead,,4.080784574468,32,4,0.125,
207.5,26,lotus field,,2.800864361702,32,2,0.0625,
,,Diamond Knight,,,32,0,,diabolic intent
,,Diviner's Lockbox,,,32,0,,divert
,,"Yarok, the Desecrated",,,32,0,,"yasharn, implacable earth"
,,Prismite,,,32,0,,prismari command
,,Anvilwrought Raptor,,,32,0,,an offer you can't refuse
,,Pattern Matcher,,,32,0,,patchwork automaton
,,Salvager of Ruin,,,32,0,,sacred foundry
,,Retributive Wand,,,32,0,,retrofitter foundry
,,Goldmane Griffin,,,32,0,,goldspan dragon
,,"Ajani, Inspiring Leader",,,32,0,,"ajani, nacatl pariah // ajani, nacatl avenger"
,,"Sorin, Vampire Lord",,,32,0,,"sorin, vengeful bloodlord"
,,Celestial Messenger,,,32,0,,celestial colonnade
,,Sorin's Guide,,,32,0,,"sorin of house markov // sorin, ravenous neonate"
,,Yanling's Harbinger,,,32,0,,"yasharn, implacable earth"
,,Ethereal Elk,,,32,0,,ethereal armor
,,"Mu Yanling, Celestial Wind",,,32,0,,muddle the mixture
,,Chandra's Flame Wave,,,32,0,,"chandra, awakened inferno"
,,Vivien's Crocodile,,,32,0,,vindicate
,,"Vivien, Nature's Avenger",,,32,0,,vindicate
,,Concordia Pegasus,,,32,0,,concealed courtyard
,,Imperial Outrider,,,32,0,,imperial recruiter
,,Dark Remedy,,,32,0,,dark ritual
,,Prowling Caracal,,,32,0,,professor onyx
,,Haazda Officer,,,32,0,,hall of storm giants
,,Ironclad Krovod,,,32,0,,iron apprentice
,,Engulfing Eruption,,,32,0,,engineered explosives
,,Nimble Birdsticker,,,32,0,,nimble obstructionist
,,Rubblebelt Recluse,,,32,0,,ruby medallion
,,Alpine Watchdog,,,32,0,,all is dust
,,Basri Ket,,,32,0,,basalt monolith
,,Anointed Chorister,,,32,0,,anointed peacekeeper
,,Angelic Ascension,,,32,0,,angel's grace
,,Aven Gagglemaster,,,32,0,,aven interrupter
,,Gale Swooper,,,32,0,,galvanic blast
,,Falconer Adept,,,32,0,,fallen shinobi
,,Griffin Aerie,,,32,0,,grief
,,Idol of Endurance,,,32,0,,ideas unbound
,,Light of Promise,,,32,0,,light up the stage
,,Legion's Judgment,,,32,0,,legion extruder
,,Pack Leader,,,32,0,,pack rat
,,Nine Lives,,,32,0,,ninja of the deep hours
,,Runed Halo,,,32,0,,rundvelt hordemaster
182.5,23,vryn wingmare,W,6.432845744681,32,4,0.125,
,,Makeshift Battalion,,,32,0,,maddening cacophony
,,Seasoned Hallowblade,,,32,0,,seasoned dungeoneer
,,Selfless Savior,,,32,0,,selfless spirit
,,Sanctum of Tranquil Light,,,32,0,,sanctum prelate
,,Secure the Scene,,,32,0,,"sea gate restoration // sea gate, reborn"
,,Siege Striker,,,32,0,,siege-gang commander
235.9444,30,miscast,U,20.952466755319,32,18,0.5625,
,,Warded Battlements,,,32,0,,wargate
,,Discontinuity,,,32,0,,disenchant
,,Staunch Shieldmate,,,32,0,,standstill
,,Ghostly Pilferer,,,32,0,,ghostly prison
,,Frantic Inventory,,,32,0,,frantic search
,,Enthralling Hold,,,32,0,,entomb
,,Keen Glidemaster,,,32,0,,keen duelist
,,Lofty Denial,,,32,0,,loaming shaman
,,Mistral Singer,,,32,0,,mistcutter hydra
,,Rain of Revelation,,,32,0,,rain of filth
,,Read the Tides,,,32,0,,reality shift
,,Shacklegeist,,,32,0,,shadow in the warp
,,Rousing Read,,,32,0,,robber of the rich
,,Rookie Mistake,,,32,0,,rootwater thief
,,See the Truth,,,32,0,,seedtime
,,Sanctum of Calm Waters,,,32,0,,sanctum prelate
322,41,eliminate,B,0.448803191489,32,1,0.0313,
,,Sublime Epiphany,,,32,0,,submerge
318.5,40,grim tutor,B,0.955784574468,32,2,0.0625,
,,"Teferi, Master of Time",,,32,0,,"teferi, hero of dominaria"
,,Teferi's Tutelage,,,32,0,,teferi's protection
,,Stormwing Entity,,,32,0,,stormbreath dragon
,,Blood Glutton,,,32,0,,blood artist
,,Crypt Lurker,,,32,0,,cryptic command
,,Gloom Sower,,,32,0,,gloom
,,Caged Zombie,,,32,0,,cabal coffers
360,45,peer into the abyss,B,0.132978723404,32,1,0.0313,
,,Finishing Blow,,,32,0,,finale of devastation
,,Kitesail Freebooter,,,32,0,,kitesail larcenist
,,"Kaervek, the Spiteful",,,32,0,,kaito shizuki
,,"Liliana, Waker of the Dead",,,32,0,,liliana of the veil
,,Liliana's Devotee,,,32,0,,liliana of the veil
,,Necromentia,,,32,0,,necromancy
,,Liliana's Standard Bearer,,,32,0,,liliana of the veil
311,39,conspicuous snoop,R,1.08045212766,32,2,0.0625,
,,Pestilent Haze,,,32,0,,pestilence rats
,,Malefic Scythe,,,32,0,,malevolent hermit // benevolent geist
,,Rise Again,,,32,0,,rishadan port
,,Bone Pit Brute,,,32,0,,bone shards
,,Sanctum of Stone Fangs,,,32,0,,sanctum prelate
,,"Chandra, Heart of Fire",,,32,0,,"chandra, awakened inferno"
,,Chandra's Incinerator,,,32,0,,"chandra, awakened inferno"
,,Hellkite Punisher,,,32,0,,hellkite tyrant
,,Double Vision,,,32,0,,dockside extortionist
,,Igneous Cur,,,32,0,,ignoble hierarch
,,Fiery Emancipation,,,32,0,,fiery confluence
,,Hobblefiend,,,32,0,,hope of ghirapur
233,30,elder gargaroth,G,1.188497340426,32,1,0.0313,
,,Kinetic Augur,,,32,0,,"kinnan, bonder prodigy"
,,Volcanic Salvo,,,32,0,,volcanic island
,,Terror of the Peaks,,,32,0,,territorial kavu
,,Transmogrify,,,32,0,,transmute artifact
,,Traitorous Greed,,,32,0,,trailblazer's torch
,,Canopy Stalker,,,32,0,,canoptek scarab swarm
,,Sanctum of Shattered Heights,,,32,0,,sanctum prelate
,,Burlfist Oak,,,32,0,,burgeoning
,,Garruk's Gorehorn,,,32,0,,garruk wildspeaker
,,"Garruk, Unleashed",,,32,0,,garruk wildspeaker
,,Feline Sovereign,,,32,0,,"feldon, ronom excavator"
,,Gnarled Sage,,,32,0,,gnawing vermin
,,Run Afoul,,,32,0,,rundvelt hordemaster
,,Garruk's Harbinger,,,32,0,,garruk wildspeaker
,,Setessan Training,,,32,0,,setessan champion
,,Skyway Sniper,,,32,0,,skyclave apparition
,,Sabertooth Mauler,,,32,0,,sacred foundry
,,Sporeweb Weaver,,,32,0,,spore frog
,,Track Down,,,32,0,,tragic fall
,,Trufflesnout,,,32,0,,true-name nemesis
,,Sanctum of Fruitful Harvest,,,32,0,,sanctum prelate
,,Dire Fleet Warmonger,,,32,0,,dire fleet daredevil
,,Warden of the Woods,,,32,0,,wargate
,,Experimental Overload,,,32,0,,experimental frenzy
,,Alpine Houndmaster,,,32,0,,all is dust
,,Leafkin Avenger,,,32,0,,leaf-crowned visionary
,,Indulging Patrician,,,32,0,,indatha triome
,,Sanctum of All,,,32,0,,sanctum prelate
,,"Niambi, Esteemed Speaker",,,32,0,,night's whisper
,,"Radha, Heart of Keld",,,32,0,,radical idea
,,Chrome Replicator,,,32,0,,chrome host seedshark
,,Watcher of the Spheres,,,32,0,,waterlogged grove
,,Epitaph Golem,,,32,0,,ephemeral shields
,,Animal Sanctuary,,,32,0,,animate dead
,,Forgotten Sentinel,,,32,0,,forger's foundry
,,Sparkhunter Masticore,,,32,0,,spark rupture
,,"Basri, Devoted Paladin",,,32,0,,basalt monolith
,,Basri's Aegis,,,32,0,,basalt monolith
,,Adherent of Hope,,,32,0,,adarkar wastes
,,Sigiled Contender,,,32,0,,sigarda's aid
,,"Rin and Seri, Inseparable",,,32,0,,rings of brighthearth
,,"Teferi, Timeless Voyager",,,32,0,,"teferi, time raveler"
,,Historian of Zhalfir,,,32,0,,hibernation
,,"Liliana, Death Mage",,,32,0,,liliana of the veil
,,Teferi's Wavecaster,,,32,0,,teferi's protection
,,Liliana's Scorn,,,32,0,,liliana of the veil
,,Liliana's Scrounger,,,32,0,,liliana of the veil
,,Spirit of Malevolence,,,32,0,,spirit of the labyrinth
,,Chandra's Firemaw,,,32,0,,"chandra, awakened inferno"
,,"Chandra, Flame's Catalyst",,,32,0,,"chandra, awakened inferno"
,,Keral Keep Disciples,,,32,0,,keen duelist
,,Storm Caller,,,32,0,,stormbreath dragon
,,Predatory Wurm,,,32,0,,preordain
,,Garruk's Warsteed,,,32,0,,garruk wildspeaker
,,Disa the Restless,,,5,0,,disenchant
,,"Garruk, Savage Herald",,,32,0,,garruk wildspeaker
,,"Omo, Queen of Vesuva",,,5,0,,omen machine
,,"Satya, Aetherflux Genius",,,5,0,,satyr enchanter
,,"Coram, the Undertaker",,,5,0,,corpse knight
,,"Ulalek, Fused Atrocity",,,5,0,,"ulamog, the ceaseless hunger"
,,"Cayth, Famed Mechanist",,,5,0,,cabal coffers
,,Eldrazi Confluence,,,5,0,,eldrazi displacer
,,"Azlask, the Swelling Scourge",,,5,0,,azorius signet
,,Eldritch Immunity,,,5,0,,eldritch evolution
,,"Jyoti, Moag Ancient",,,5,0,,jace's defeat
,,Inversion Behemoth,,,5,0,,invert polarity
,,Selective Obliteration,,,5,0,,selfless spirit
,,Twins of Discord,,,5,0,,twilight mire
,,Spawnbed Protector,,,5,0,,spara's headquarters
,,Ulamog's Dreadsire,,,5,0,,"ulamog, the ceaseless hunger"
,,Angelic Aberration,,,5,0,,angel's grace
,,Hourglass of the Lost,,,5,0,,hope of ghirapur
,,Razorfield Ripper,,,5,0,,razortide bridge
,,Silverquill Lecturer,,,5,0,,silverblade paladin
,,Localized Destruction,,,5,0,,loaming shaman
,,Salvation Colossus,,,5,0,,sacred foundry
213,27,mutated cultist,B,8.670212765957,5,1,0.2,
,,Copy Land,,,5,0,,coppercoat vanguard
,,Benthic Anomaly,,,5,0,,beast within
,,Aurora Shifter,,,5,0,,aura flux
,,Final Act,,,5,0,,finale of devastation
,,March from Velis Vel,,,5,0,,march of otherworldly light
,,Barrowgoyf,,,5,0,,"baral, chief of compliance"
329,42,pyrogoyf,R,2.5,5,1,0.2,
,,Wonderscape Sage,,,5,0,,wooded foothills
,,Blaster Hulk,,,5,0,,blast zone
,,Aether Refinery,,,5,0,,aether channeler
,,Bismuth Mindrender,,,5,0,,bile blight
,,Filigree Racer,,,5,0,,filter out
,,Hideous Taskmaster,,,5,0,,hidetsugu consumes all // vessel of the all-consuming
,,Siege-Gang Lieutenant,,,5,0,,siege-gang commander
,,Sawhorn Nemesis,,,5,0,,saw in half
,,Polygoyf,,,5,0,,polluted delta
,,Tempt with Mayhem,,,5,0,,temple garden
,,Overclocked Electromancer,,,5,0,,overcharged amalgam
,,Desert Warfare,,,5,0,,deserted beach
,,Sage of the Maze,,,5,0,,sacred foundry
,,Rampant Frogantua,,,5,0,,rampaging ferocidon
,,Chittering Dispatcher,,,5,0,,chill
,,Tarmogoyf Nest,,,5,0,,tarmogoyf
,,Bloodbraid Challenger,,,5,0,,bloodbraid elf
,,Broodmate Tyrant,,,5,0,,broadside bombardiers
,,Infested Thrinax,,,5,0,,infernal tutor
,,Aggressive Biomancy,,,5,0,,"agadeem's awakening // agadeem, the undercrypt"
,,Sphinx of the Revelation,,,5,0,,sphinx of the steel wind
,,Exterminator Magmarch,,,5,0,,exhume
,,Gluttonous Hellkite,,,5,0,,glacial chasm
,,Conversion Apparatus,,,5,0,,concealed courtyard
,,Stone Idol Generator,,,5,0,,stone of erech
,,Horizon of Progress,,,5,0,,horizon canopy
281,36,farewell,W,1.579122340426,32,2,0.0625,
,,Sunken Palace,,,5,0,,sunken hollow
,,Planar Nexus,,,5,0,,planar birth
348.6667,44,kozilek's return,R,0.68151512633,32,3,0.0938,
,,Lazotep Quarry,,,5,0,,laboratory maniac
162.52,21,ignoble hierarch,BGR,44.356715425532,32,25,0.7813,
,,Eldrazi Conscription,,,32,0,,eldrazi displacer
,,Trenchpost,,,5,0,,treachery
195.8,25,"uro, titan of nature's wrath",GU,22.465093085106,32,15,0.4688,
,,Drown in Dreams,,,32,0,,drown in the loch
,,Talon Gates of Madara,,,5,0,,talisman of conviction
,,Skittering Invasion,,,32,0,,skirk prospector
,,Deepfathom Skulker,,,32,0,,deep analysis
305.5,39,vesuva,,1.171875,32,2,0.0625,
,,"Junji, the Midnight Sky",,,32,0,,judge's familiar
,,Sifter of Skulls,,,32,0,,siege-gang commander
198,25,coppercoat vanguard,W,1.972517730585,24,1,0.0417,
